EmployeeID,Name,Department,JobRole,Gender,Age,Salary,Bonus,HireDate,ExitDate,Attrition,PerformanceRating,AbsenteeismDays
E3137,Employee_2137,Sales,Executive,Female,23,78929.0,7254.000603093373,2019-06-05,2022-07-19,Yes,3,29
E3138,Employee_2138,,Executive ,Male,43,69950.0,12103.390040789007,2015-03-19,,No,2,6
E3139,Employee_2139,Finance,Associate,Female,38,176874.0,13009.540963399057,2018-12-18,,No,4,26
E3140,Employee_2140,Finance,Specialist,Female,22,179967.0,49071.00241505972,2022-11-11,,No,3,14
E3141,Employee_2141,Support,Executive,Male,33,166421.0,35196.55463234323,2020-01-30,2025-01-09,Yes,2,23
E3142,Employee_2142,Finance,Associate,Male,56,93528.0,5598.865563238372,2021-04-26,,No,1,29
E3143,Employee_2143,Support,Executive,Male,44,134887.0,8943.00023292313,2019-03-23,,No,2,12
E3144,Employee_2144,Sales,Executive,Male,28,35302.0,9423.710432788333,2017-06-27,,No,5,19
E3145,Employee_2145,Support,Analyst,Female,34,44239.0,10881.96760598949,2022-01-30,,No,1,19
E3146,Employee_2146,,Manager,Female,24,156228.0,42521.09088984987,2019-12-12,2020-08-20,Yes,4,23
E3147,Employee_2147,Support,Manager,Male,28,95563.0,14741.91238502651,2017-02-02,,No,3,16
E3148,Employee_2148,HR,Executive,Male,29,43107.0,10889.578445754736,2019-01-29,,No,4,18
E3149,Employee_2149,Sales,Specialist,Male,42,75434.0,4406.2947885689655,2017-12-11,,No,1,1
E3150,Employee_2150,Hr,Executive,Male,28,157425.0,8705.297340604931,2020-06-15,,No,1,12
E3151,Employee_2151,sales,Associate,Female,26,110989.0,10664.13802321259,2021-10-20,,No,2,6
E3152,Employee_2152,sales,Executive,Female,31,113749.0,26378.203801892814,2016-09-18,,No,2,11
E3153,Employee_2153,Support,Associate,Male,37,42661.0,8959.330431458284,2020-06-10,,No,3,18
E3154,Employee_2154,HR,Executive,Male,56,150926.0,23501.294128445537,2019-03-29,,No,2,20
E3155,Employee_2155,Hr,Associate,Male,21,98835.0,21743.169963974502,2020-07-28,,No,5,10
E3156,Employee_2156,Marketing,Associate,Female,41,94666.0,9501.188490188832,2022-04-28,,No,2,18
E3157,Employee_2157,Marketing,Associate,Male,55,61335.0,7750.163217678445,2015-04-22,,No,5,19
E3158,Employee_2158,,Manager,Female,28,196026.0,41389.08423746439,2018-06-16,,No,5,20
E3159,Employee_2159,,Analyst,Female,43,77664.0,10314.047424722525,2020-10-20,2024-11-14,Yes,2,29
E3160,Employee_2160,Support,Specialist,Male,33,47878.0,10775.119359049228,2020-12-12,2023-07-10,Yes,4,0
E3161,Employee_2161,Hr,Manager,Female,49,,,2015-04-16,2018-12-30,Yes,5,23
E3162,Employee_2162,Hr,Specialist,Male,49,121820.0,32524.85722370513,2020-03-23,,No,5,1
E3163,Employee_2163,Finance,Analyst,Male,21,176539.0,25581.863428761597,2015-10-20,2017-12-11,Yes,3,14
E3164,Employee_2164,Sales,Associate,Male,55,,,2021-10-27,2023-07-16,Yes,3,28
E3165,Employee_2165,IT,Associate,Female,38,61351.0,15819.61029301163,2018-11-15,2020-08-03,Yes,2,28
E3166,Employee_2166,Operations,Associate,Male,51,36955.0,4955.762942789428,2016-10-20,2020-11-13,Yes,1,8
E3167,Employee_2167,Marketing,Manager,female,40,31225.0,7707.312318651791,2017-06-14,,No,2,17
E3168,Employee_2168,Finance,Associate,Male,41,122404.0,30387.042677308797,2021-08-30,2024-04-14,Yes,3,22
E3169,Employee_2169,Marketing,Manager,Male,37,62099.0,7828.297924251357,2015-01-16,,No,1,12
E3170,Employee_2170,Sales,Executive,Male,21,152181.0,10973.680119576025,2016-12-03,,No,5,8
E3171,Employee_2171,Hr,Specialist,Male,46,148521.0,20804.863922772143,2022-04-07,,No,4,26
E3172,Employee_2172,Sales,Associate,Female,39,89332.0,20524.77155519456,2017-05-22,,No,3,27
E3173,Employee_2173,Operations,Manager,Female,46,,,2018-11-29,,No,1,21
E3174,Employee_2174,Hr,Analyst,Male,48,162335.0,24736.545624011254,2022-07-05,,No,1,25
E3175,Employee_2175,Hr,Manager,Male,40,193224.0,14926.553510320924,2021-03-14,2025-06-12,Yes,5,5
E3176,Employee_2176,Operations,Manager,Male,43,,,2016-10-31,,No,3,5
E3177,Employee_2177,Hr,Executive,female,31,60028.0,11661.067222884305,2020-07-30,,No,2,20
E3178,Employee_2178,Marketing,Specialist,female,55,112979.0,21019.238900724533,2015-08-08,2017-04-04,Yes,3,23
E3179,Employee_2179,HR,Analyst,Female,23,47693.0,14283.041626381311,2017-04-13,2018-09-11,Yes,1,17
E3180,Employee_2180,Finance,Specialist,female,51,173193.0,26731.782201960188,2019-06-06,,No,1,16
E3181,Employee_2181,Hr,Analyst,Male,41,102240.0,15064.246345348598,2019-04-25,2022-01-10,Yes,2,7
E3182,Employee_2182,Operations,Specialist ,Female,53,88390.0,13761.412076707342,2015-02-18,,No,1,5
E3183,Employee_2183,Sales,Analyst,Male,59,52873.0,13382.89886716743,2018-11-01,,No,4,20
E3184,Employee_2184,,Manager,Male,38,147213.0,29937.437088287887,2016-10-14,,No,2,18
E3185,Employee_2185,HR,Specialist,Male,45,42875.0,5900.35248109529,2022-06-10,,No,2,29
E3186,Employee_2186,Marketing,Specialist,Male,50,145256.0,32856.75599330422,2017-04-11,,No,1,1
E3187,Employee_2187,HR,Analyst,Male,36,192893.0,54367.993299417365,2015-09-27,2017-01-25,Yes,2,15
E3188,Employee_2188,Support,Analyst,Female,24,,,2018-11-03,2022-01-19,Yes,1,27
E3189,Employee_2189,Operations,Specialist,Female,45,123826.0,25465.62261602926,2017-06-04,,No,2,7
E3190,Employee_2190,,Specialist,Male,58,167637.0,34943.05421297797,2021-11-30,,No,3,6
E3191,Employee_2191,IT,Associate,Female,55,157463.0,22953.392584891826,2020-10-26,2024-04-09,Yes,2,24
E3192,Employee_2192,IT,Executive,Male,48,153491.0,30757.620448181868,2019-07-18,,No,5,27
E3193,Employee_2193,Sales,Analyst,Female,53,30005.0,5275.091625827615,2021-05-07,,No,4,2
E3194,Employee_2194,IT,Specialist,Male,55,63948.0,7082.271601176899,2018-02-12,,No,4,1
E3195,Employee_2195,IT,Associate,Male,37,98607.0,21155.206830708044,2022-08-24,,No,3,20
E3196,Employee_2196,Support,Analyst,Male,35,114335.0,9445.661301275906,2018-05-21,,No,4,11
E3197,Employee_2197,Hr,Specialist,Male,52,,,2015-01-05,,No,1,20
E3198,Employee_2198,,Specialist,Female,38,106948.0,19928.76657749718,2022-03-18,,No,3,8
E3199,Employee_2199,HR,Specialist,Female,44,95687.0,19763.65832799701,2016-05-18,,No,1,5
E3200,Employee_2200,HR,Manager,Male,54,112762.0,9954.44459304116,2020-09-01,,No,4,21
E3201,Employee_2201,Hr,Executive,Female,38,46040.0,11437.687570787795,2019-01-24,,No,5,0
E3202,Employee_2202,Hr,Manager,Female,24,33811.0,8669.744315003032,2017-06-16,,No,4,25
E3203,Employee_2203,sales,Analyst,Male,43,187786.0,34566.63122989761,2022-02-10,,No,3,3
E3204,Employee_2204,sales,Specialist,Female,30,74852.0,18356.42039702047,2017-11-27,,No,5,19
E3205,Employee_2205,Sales,Specialist,Female,59,122676.0,15230.865211584438,2020-12-10,,No,5,15
E3206,Employee_2206,Sales,Associate,Female,45,49405.0,8299.266388785078,2018-03-31,,No,3,6
E3207,Employee_2207,Support,Manager ,Male,46,88282.0,7595.246172077946,2020-04-19,,No,2,5
E3208,Employee_2208,Marketing,Manager,Male,52,113205.0,33193.30798405859,2018-03-05,,No,3,6
E3209,Employee_2209,,Executive,Male,47,40712.0,8926.940310518377,2022-01-28,2025-10-28,Yes,4,22
E3210,Employee_2210,HR,Specialist,Male,59,64136.0,8453.931436961871,2017-09-20,,No,5,21
E3211,Employee_2211,Finance,Analyst,Male,49,174296.0,16044.539508110867,2015-07-10,2018-08-15,Yes,5,8
E3212,Employee_2212,Marketing,Associate,Male,28,98774.0,17784.57202981676,2018-07-06,,No,1,6
E3213,Employee_2213,HR,Specialist,Male,39,57597.0,11117.658289528672,2021-01-31,,No,1,18
E3214,Employee_2214,Hr,Associate,Male,46,168320.0,22165.26390904778,2022-10-05,2025-06-25,Yes,4,24
E3215,Employee_2215,Marketing,Executive,Female,39,,,2019-03-23,2024-05-27,Yes,3,4
E3216,Employee_2216,Hr,Analyst,Female,50,113824.0,29843.30684728433,2021-02-11,,No,2,11
E3217,Employee_2217,,Associate,Male,33,65481.0,5584.973254943676,2020-09-29,,No,4,16
E3218,Employee_2218,IT,Manager,Male,40,171668.0,39094.367220308915,2022-12-04,2027-08-29,Yes,2,12
E3219,Employee_2219,HR,Specialist,Male,42,60183.0,12057.426669722632,2016-03-21,,No,1,3
E3220,Employee_2220,IT,Executive,Male,43,182635.0,44131.797864167995,2019-05-10,2021-11-14,Yes,1,25
E3221,Employee_2221,sales,Executive,Female,29,180694.0,23947.005300413737,2019-05-24,2019-12-18,Yes,4,5
E3222,Employee_2222,HR,Manager,Female,48,155612.0,35243.65223883515,2022-10-26,,No,3,5
E3223,Employee_2223,Operations,Analyst,Female,24,117242.0,9571.699502081363,2021-11-18,,No,3,2
E3224,Employee_2224,Sales,Manager,Female,32,119690.0,32678.72178951638,2019-10-15,2023-03-29,Yes,5,27
E3225,Employee_2225,IT,Manager,Female,58,141975.0,40928.23658322552,2015-06-29,2018-03-21,Yes,4,20
E3226,Employee_2226,sales,Specialist,Male,37,32024.0,2324.290393754379,2021-10-24,2024-10-14,Yes,5,27
E3227,Employee_2227,Operations,Associate,Female,58,37370.0,2488.9393523322565,2021-11-20,,No,1,0
E3228,Employee_2228,Support,Analyst,Male,23,174638.0,50342.580541658186,2020-09-01,,No,1,21
E3229,Employee_2229,sales,Executive,Female,39,139366.0,22137.919645194183,2018-10-27,,No,3,29
E3230,Employee_2230,Finance,Analyst,Male,43,82442.0,17508.836026321398,2018-10-11,,No,4,22
E3231,Employee_2231,sales,Associate,Male,47,61661.0,16313.825510385019,2022-12-17,,No,2,19
E3232,Employee_2232,Sales,Specialist,Female,55,92814.0,6752.492460998483,2017-09-08,,No,5,8
E3233,Employee_2233,Marketing,Specialist,Male,29,186659.0,49011.92796743852,2020-10-27,,No,5,21
E3234,Employee_2234,Support,Analyst,Female,36,114511.0,23761.236771779208,2018-03-11,2022-03-24,Yes,2,7
E3235,Employee_2235,IT,Manager,Male,56,60484.0,7130.228447035468,2016-07-08,2021-08-06,Yes,4,13
E3236,Employee_2236,Sales,Executive,Female,26,83790.0,12774.59152020072,2020-10-19,,No,1,1
E3237,Employee_2237,IT,Specialist,Female,37,82275.0,15010.557788188275,2023-03-05,2025-12-10,Yes,1,20
E3238,Employee_2238,HR,Analyst,Male,58,182418.0,45726.52909235505,2019-11-02,,No,4,18
E3239,Employee_2239,Marketing,Manager,Male,57,137938.0,28953.776733349947,2021-10-26,,No,4,29
E3240,Employee_2240,Sales,Manager,Female,56,37425.0,2401.7928943809993,2022-11-27,,No,5,9
E3241,Employee_2241,Operations,Associate,Female,29,161776.0,44943.64380478595,2020-06-21,2021-02-07,Yes,2,10
E3242,Employee_2242,Marketing,Associate,Female,51,168573.0,9447.267192550271,2021-05-06,,No,5,14
E3243,Employee_2243,Operations,Specialist,Female,39,64404.0,12786.14973210343,2015-04-02,,No,4,24
E3244,Employee_2244,Finance,Analyst,Male,44,125259.0,33641.32820921733,2017-04-11,,No,2,24
E3245,Employee_2245,Operations,Analyst,Female,55,182771.0,9435.325142300027,2015-09-21,,No,4,14
E3246,Employee_2246,HR,Analyst,Female,27,195369.0,24585.720724114635,2020-02-21,,No,4,17
E3247,Employee_2247,Support,Analyst,Male,35,177556.0,22388.38153865434,2020-04-03,2021-06-20,Yes,4,24
E3248,Employee_2248,Support,Specialist,Male,47,199246.0,47361.341123332866,2017-12-06,,No,3,0
E3249,Employee_2249,Sales,Specialist,Female,49,68400.0,11545.881002713835,2020-12-31,,No,2,27
E3250,Employee_2250,Operations,Specialist,Female,42,35969.0,7980.640694020509,2017-04-23,2019-08-29,Yes,1,17
E3251,Employee_2251,Operations,Executive,Male,25,33657.0,8788.064273455691,2017-02-13,2019-10-04,Yes,5,14
E3252,Employee_2252,IT,Associate,Female,35,34329.0,4073.5494532455837,2018-11-05,,No,2,13
E3253,Employee_2253,Marketing,Manager,Male,46,150185.0,9310.251946314647,2021-04-11,2023-10-15,Yes,2,15
E3254,Employee_2254,HR,Executive,Male,33,109386.0,9275.599248121292,2019-09-08,2023-08-03,Yes,1,21
E3255,Employee_2255,sales,Specialist,Male,43,,,2019-05-28,,No,3,23
E3256,Employee_2256,Support,Specialist,Female,49,43392.0,4138.598367669983,2022-09-23,,No,4,18
E3257,Employee_2257,Operations,Specialist,Male,40,152790.0,43954.35026802425,2019-01-17,,No,1,8
E3258,Employee_2258,Support,Specialist,Female,33,188566.0,16172.395150153228,2022-09-01,,No,1,15
E3259,Employee_2259,Finance,Manager,Male,42,78737.0,12911.213283327541,2022-04-26,,No,5,17
E3260,Employee_2260,sales,Associate,Male,44,97839.0,29153.416624298312,2020-01-26,2025-07-11,Yes,2,26
E3261,Employee_2261,Finance,Analyst,Female,34,72287.0,19567.044115695306,2017-01-26,,No,4,27
E3262,Employee_2262,Operations,Manager,Male,48,42803.0,4113.028422989239,2018-11-11,,No,1,16
E3263,Employee_2263,Hr,Specialist,Female,27,43117.0,3193.314989628567,2017-12-28,,No,3,6
E3264,Employee_2264,Hr,Specialist,Female,54,96480.0,7089.108351724446,2016-03-06,,No,3,8
E3265,Employee_2265,Support,Executive,male,58,122529.0,29470.41940607904,2018-12-04,2021-01-09,Yes,1,3
E3266,Employee_2266,,Associate,Female,24,99407.0,28569.625157543058,2022-09-10,,No,1,9
E3267,Employee_2267,,Analyst,Male,40,33145.0,3876.6799729813,2021-03-13,,No,2,28
E3268,Employee_2268,,Associate,Female,48,161994.0,26556.316863622622,2019-07-21,,No,1,3
E3269,Employee_2269,Support,Specialist,Male,27,103352.0,5813.941494555889,2018-12-01,2023-04-12,Yes,1,24
E3270,Employee_2270,Sales,Analyst,Female,33,153775.0,37798.719889554304,2022-02-24,2026-12-12,Yes,5,12
E3271,Employee_2271,Sales,Executive,Female,47,32387.0,1979.4706784419857,2019-12-05,,No,5,7
E3272,Employee_2272,Operations,Manager,Male,39,135669.0,36534.13204461489,2015-12-25,,No,1,20
E3273,Employee_2273,Marketing,Specialist,Female,42,,,2019-08-20,2021-06-13,Yes,1,16
E3274,Employee_2274,Support,Specialist,Male,50,145481.0,13917.135036615682,2019-11-09,,No,3,20
E3275,Employee_2275,HR,Analyst,Male,41,90263.0,25601.67789346998,2018-02-01,,No,5,16
E3276,Employee_2276,HR,Executive,Male,39,113323.0,23536.612923662553,2016-12-05,,No,5,24
E3277,Employee_2277,Marketing,Analyst,Female,26,157129.0,16687.60652178395,2019-11-20,,No,5,4
E3278,Employee_2278,HR,Manager,Male,51,41467.0,11286.761791459085,2022-06-28,,No,5,15
E3279,Employee_2279,Support,Analyst,Male,40,177276.0,28475.377703030095,2020-09-24,2021-07-15,Yes,2,28
E3280,Employee_2280,Marketing,Manager,Male,23,198394.0,27812.24703312079,2021-11-22,,No,2,25
E3281,Employee_2281,sales,Analyst,Female,29,140675.0,38597.10120464909,2019-01-21,,No,5,8
E3282,Employee_2282,IT,Manager,Female,25,124410.0,27110.993544357556,2018-02-03,2021-10-10,Yes,4,13
E3283,Employee_2283,HR,Analyst,Female,25,148384.0,31338.463476883968,2023-03-16,,No,3,9
E3284,Employee_2284,HR,Executive,Female,59,56465.0,3725.438184348313,2019-07-02,,No,3,1
E3285,Employee_2285,Sales,Analyst,Female,25,85178.0,20389.692922008675,2022-06-15,2025-07-21,Yes,3,2
E3286,Employee_2286,sales,Analyst,Male,51,114084.0,11456.884634199476,2022-10-06,2024-12-31,Yes,2,3
E3287,Employee_2287,,Analyst,Male,38,169570.0,48947.97078511616,2015-05-02,,No,1,15
E3288,Employee_2288,,Executive,Male,46,53397.0,9440.6421528978,2015-02-28,,No,5,8
E3289,Employee_2289,sales,Associate,Female,58,145828.0,42627.00482897274,2016-02-03,,No,3,4
E3290,Employee_2290,sales,Analyst,Female,36,45624.0,8839.11954377729,2018-11-22,,No,5,14
E3291,Employee_2291,,Specialist,Female,28,,,2018-02-26,,No,2,16
E3292,Employee_2292,,Executive,Male,25,154125.0,11450.126652001109,2022-03-24,,No,2,17
E3293,Employee_2293,Support,Analyst,Male,22,195166.0,12374.909608808563,2019-05-05,2023-03-17,Yes,1,13
E3294,Employee_2294,Operations,Manager,Female,25,81943.0,13301.311862925446,2023-02-20,2028-06-11,Yes,5,16
E3295,Employee_2295,Operations,Analyst,Male,52,55874.0,11260.141945546255,2016-11-04,,No,1,11
E3296,Employee_2296,HR,Manager,Male,45,52455.0,9264.88012509798,2016-04-20,,No,1,17
E3297,Employee_2297,,Associate,Female,38,136924.0,28951.195893066975,2018-08-22,2019-05-06,Yes,2,15
E3298,Employee_2298,HR,Manager,Female,37,164278.0,19749.635583249787,2022-01-13,,No,5,20
E3299,Employee_2299,Finance,Analyst,Female,23,108930.0,28145.86801601582,2019-02-15,,No,4,12
E3300,Employee_2300,Operations,Analyst,Male,38,157580.0,29776.336012291424,2015-10-21,,No,4,23
E3301,Employee_2301,IT,Manager,Male,55,128475.0,30702.888520366138,2018-02-17,,No,4,0
E3302,Employee_2302,IT,Analyst,Female,22,33577.0,8860.012975206542,2015-06-07,,No,2,29
E3303,Employee_2303,HR,Manager,Male,44,143583.0,26253.856958549077,2021-07-05,,No,2,18
E3304,Employee_2304,Sales,Executive,Male,27,150120.0,37543.53533173206,2020-10-27,,No,1,9
E3305,Employee_2305,Hr,Executive,Male,43,56883.0,11501.149952086089,2021-06-02,,No,4,22
E3306,Employee_2306,sales,Analyst,Female,57,115834.0,11004.752557603788,2019-08-05,2023-06-16,Yes,1,29
E3307,Employee_2307,Hr,Associate,Male,38,168354.0,11647.039993400294,2018-09-23,2020-09-13,Yes,4,17
E3308,Employee_2308,Marketing,Associate,Male,34,183358.0,42025.5489346408,2022-06-10,,No,2,11
E3309,Employee_2309,Hr,Manager,Male,33,112579.0,11673.138236230498,2016-06-30,2018-07-04,Yes,2,0
E3310,Employee_2310,Hr,Executive ,Female,58,132770.0,15135.141337896184,2019-01-31,,No,3,7
E3311,Employee_2311,HR,Manager,Female,52,103820.0,10175.44994282395,2022-12-10,,No,4,15
E3312,Employee_2312,Sales,Analyst,Male,56,100047.0,5076.452825976506,2021-08-10,,No,1,10
E3313,Employee_2313,HR,Associate,Male,43,45729.0,12710.070101300471,2019-07-24,,No,3,10
E3314,Employee_2314,Finance,Executive,Female,55,199290.0,27405.927955818846,2016-02-16,,No,1,19
E3315,Employee_2315,sales,Specialist,Female,48,165064.0,44358.19856265388,2019-07-23,,No,3,4
E3316,Employee_2316,Sales,Analyst,Female,30,139097.0,26326.400009633704,2018-06-05,,No,2,17
E3317,Employee_2317,Support,Associate,Male,33,160436.0,27489.600436643315,2016-09-30,,No,3,29
E3318,Employee_2318,,Associate ,Female,50,192079.0,16783.317492623948,2020-08-07,,No,4,9
E3319,Employee_2319,Sales,Specialist,Male,42,164902.0,24297.76777710294,2020-05-16,2022-03-13,Yes,1,23
E3320,Employee_2320,IT,Analyst,Female,56,189327.0,9592.639061173535,2017-01-31,,No,3,19
E3321,Employee_2321,Sales,Analyst,Female,56,196811.0,44493.27285980252,2018-12-14,,No,1,20
E3322,Employee_2322,sales,Analyst,Male,32,,,2021-04-16,,No,4,26
E3323,Employee_2323,Hr,Manager,Male,45,72756.0,4915.3463564599915,2020-08-17,2024-09-13,Yes,4,24
E3324,Employee_2324,sales,Manager,Female,27,68623.0,16385.125069194004,2016-11-07,,No,3,6
E3325,Employee_2325,IT,Manager,Female,26,165162.0,30267.198399130815,2019-06-16,2023-09-23,Yes,2,18
E3326,Employee_2326,sales,Analyst,Female,51,119609.0,25162.455388352602,2016-08-01,,No,3,17
E3327,Employee_2327,Operations,Associate,Female,45,77801.0,17033.49342544268,2021-02-03,,No,1,14
E3328,Employee_2328,sales,Analyst,Female,59,193593.0,51333.69520875773,2018-07-01,,No,4,28
E3329,Employee_2329,Finance,Specialist,Female,52,35631.0,5325.752987601529,2015-05-31,2018-11-24,Yes,4,19
E3330,Employee_2330,IT,Analyst,Female,23,183652.0,35190.781280342955,2015-07-12,,No,1,0
E3331,Employee_2331,Marketing,Associate,Male,26,168886.0,9097.992648474605,2019-05-18,,No,1,6
E3332,Employee_2332,HR,Manager,Male,39,33692.0,5205.399341668199,2015-11-29,,No,4,13
E3333,Employee_2333,,Associate,Male,42,142413.0,16186.193990159702,2019-01-31,,No,4,26
E3334,Employee_2334,Finance,Associate,Male,58,144362.0,39236.46154489594,2022-01-03,,No,5,23
E3335,Employee_2335,IT,Specialist,Male,54,120918.0,27600.38604109825,2023-01-02,,No,5,0
E3336,Employee_2336,sales,Associate,Female,35,155191.0,37536.66147453572,2019-02-09,,No,1,4
E3337,Employee_2337,Hr,Executive,Male,38,39711.0,11796.187224920219,2020-02-09,,No,4,0
E3338,Employee_2338,sales,Executive,Male,43,142673.0,32730.812185069528,2021-07-26,,No,1,27
E3339,Employee_2339,Marketing,Manager,Female,58,140716.0,35640.022452312376,2021-08-01,,No,2,17
E3340,Employee_2340,Operations,Executive,Male,45,87396.0,11683.611426284268,2017-05-19,2021-12-17,Yes,3,16
E3341,Employee_2341,Marketing,Specialist,Male,52,96836.0,26910.649026737676,2020-10-31,,No,2,25
E3342,Employee_2342,Support,Executive,Female,54,132689.0,20176.086354352483,2022-09-25,,No,5,26
E3343,Employee_2343,Support,Executive,Male,55,87228.0,13996.7812370003,2018-07-12,,No,5,22
E3344,Employee_2344,sales,Specialist,Female,56,116388.0,32150.134155619875,2016-06-14,,No,4,22
E3345,Employee_2345,Sales,Manager,male,27,168955.0,10137.854617390483,2017-03-24,,No,3,14
E3346,Employee_2346,Hr,Executive,Male,44,136093.0,34917.01185306206,2019-09-11,2021-10-24,Yes,4,13
E3347,Employee_2347,HR,Manager,Male,36,135879.0,32835.930280311004,2019-03-22,,No,3,14
E3348,Employee_2348,,Analyst,Male,49,145266.0,30290.75959338087,2016-02-16,,No,2,17
E3349,Employee_2349,HR,Executive,Female,53,175327.0,36889.677378650296,2017-06-24,,No,1,3
E3350,Employee_2350,HR,Specialist,Male,23,,,2020-12-27,2022-05-10,Yes,5,23
E3351,Employee_2351,IT,Specialist,Female,52,112911.0,32459.06104083503,2021-01-05,,No,4,18
E3352,Employee_2352,,Associate,Male,41,80235.0,4708.793201982796,2023-01-01,,No,5,5
E3353,Employee_2353,IT,Executive,Male,29,170736.0,47045.287212478914,2022-03-22,,No,1,21
E3354,Employee_2354,Operations,Associate,Male,54,40807.0,9614.338456984036,2016-03-01,,No,4,20
E3355,Employee_2355,Hr,Analyst,Male,22,45065.0,12392.686593134138,2017-04-03,,No,2,22
E3356,Employee_2356,HR,Executive,Female,26,111046.0,8783.817752637855,2015-01-30,,No,5,22
E3357,Employee_2357,,Specialist,Male,52,89696.0,15007.985804568294,2018-04-10,2022-12-27,Yes,1,20
E3358,Employee_2358,Finance,Manager,Male,36,64579.0,15168.38711013577,2015-02-16,,No,2,18
E3359,Employee_2359,Operations,Executive,Male,52,138750.0,13128.666328914504,2023-02-20,,No,2,12
E3360,Employee_2360,IT,Executive,Male,24,188371.0,21295.113688334597,2022-10-01,,No,4,2
E3361,Employee_2361,sales,Specialist,Male,52,164757.0,30231.119700839725,2020-06-05,,No,1,20
E3362,Employee_2362,HR,Executive,Male,35,185647.0,28629.05269105792,2019-05-20,2020-11-13,Yes,4,9
E3363,Employee_2363,Sales,Specialist,Male,51,132666.0,39036.01048326188,2017-06-11,2018-07-16,Yes,3,8
E3364,Employee_2364,Operations,Specialist,Male,56,185622.0,36374.17493281905,2021-01-08,,No,3,14
E3365,Employee_2365,,Executive,Male,50,109417.0,13222.981386707666,2019-10-03,2024-11-02,Yes,2,29
E3366,Employee_2366,sales,Analyst,Female,24,30903.0,2535.822515382133,2018-05-06,,No,4,20
E3367,Employee_2367,Marketing,Executive,Male,31,64052.0,11017.907282346112,2016-11-17,,No,2,19
E3368,Employee_2368,,Associate,Female,48,195836.0,49912.75665374075,2018-01-14,2020-11-28,Yes,5,5
E3369,Employee_2369,Finance,Analyst,Female,47,38631.0,4136.712137109044,2020-04-02,2021-12-04,Yes,5,11
E3370,Employee_2370,Operations,Manager,Female,40,159014.0,9698.726655198505,2016-10-24,,No,5,26
E3371,Employee_2371,sales,Manager,female,37,38367.0,8325.003407057617,2017-07-24,,No,3,16
E3372,Employee_2372,Finance,Manager,Female,46,95285.0,21356.87175511583,2019-01-05,2024-03-27,Yes,3,5
E3373,Employee_2373,Operations,Analyst,Male,49,114590.0,17013.31007948997,2022-04-04,2023-04-15,Yes,1,6
E3374,Employee_2374,IT,Specialist,Male,49,149090.0,26471.52340293732,2015-08-02,,No,2,2
E3375,Employee_2375,HR,Associate,Male,26,70002.0,12285.571933307832,2019-07-31,2024-05-28,Yes,3,27
E3376,Employee_2376,Support,Executive,Male,47,151548.0,36875.57016781334,2016-09-20,,No,5,26
E3377,Employee_2377,IT,Specialist,Male,26,,,2015-11-01,,No,3,14
E3378,Employee_2378,Marketing,Specialist,Female,37,65575.0,3296.570330927113,2021-01-14,2025-06-30,Yes,1,24
E3379,Employee_2379,IT,Specialist,Female,52,169770.0,46508.443009819006,2022-03-13,,No,3,7
E3380,Employee_2380,HR,Associate,Female,39,67355.0,9061.664504272683,2023-02-21,2026-01-02,Yes,4,22
E3381,Employee_2381,Finance,Manager,Female,47,,,2018-12-26,,No,5,25
E3382,Employee_2382,IT,Analyst,Female,36,155611.0,33625.74573181996,2017-01-28,,No,3,12
E3383,Employee_2383,Sales,Manager,Female,55,175378.0,42333.98481130745,2021-04-08,,No,2,18
E3384,Employee_2384,Marketing,Specialist,Male,40,127375.0,6631.022818193981,2015-10-15,,No,2,25
E3385,Employee_2385,sales,Executive,Female,59,91331.0,12382.366657645549,2018-05-15,,No,4,21
E3386,Employee_2386,Operations,Executive,Female,42,60932.0,10283.686619067985,2020-03-23,,No,3,17
E3387,Employee_2387,IT,Specialist,Male,43,60412.0,3189.7431072768995,2023-01-07,,No,1,21
E3388,Employee_2388,Sales,Manager,Male,21,70449.0,11145.931905662057,2015-02-01,,No,4,1
E3389,Employee_2389,,Manager,Female,34,55176.0,15921.840942262184,2017-09-14,,No,5,22
E3390,Employee_2390,Finance,Executive,Male,52,142350.0,17698.29398725997,2020-01-06,2023-08-27,Yes,3,7
E3391,Employee_2391,Operations,Specialist,Male,38,84306.0,16905.499222679086,2020-04-18,,No,5,26
E3392,Employee_2392,Operations,Specialist,Female,37,45169.0,11976.580109859868,2015-01-31,,No,5,4
E3393,Employee_2393,Support,Associate,Female,54,92497.0,19323.11734340406,2015-02-28,,No,3,16
E3394,Employee_2394,Support,Analyst,Male,34,57426.0,6631.6872036636,2020-11-29,,No,5,3
E3395,Employee_2395,Marketing,Analyst,Female,53,139211.0,26652.572150989854,2020-05-07,,No,3,17
E3396,Employee_2396,HR,Manager,Male,51,120042.0,18112.019984265207,2019-03-10,2021-11-11,Yes,4,21
E3397,Employee_2397,Support,Specialist,Male,36,179515.0,44913.90861295359,2019-09-11,,No,1,26
E3398,Employee_2398,IT,Analyst,Female,23,45115.0,3890.025753662729,2018-08-25,2023-03-20,Yes,5,0
E3399,Employee_2399,Marketing,Executive,Female,24,60399.0,9121.464975216599,2020-11-08,2022-08-25,Yes,4,27
E3400,Employee_2400,Finance,Specialist,Female,43,58750.0,14423.628338934746,2020-11-20,,No,2,22
E3401,Employee_2401,HR,Specialist,Female,38,81843.0,19610.723431755214,2022-10-08,,No,3,14
